2020-08-04 23:26:26 status installed libkrb5support0:amd64 1.17-3
2020-08-04 23:26:26 configure libsasl2-modules-db:amd64 2.1.27+dfsg-1+deb10u1 <none>
2020-08-04 23:26:26 status unpacked libsasl2-modules-db:amd64 2.1.27+dfsg-1+deb10u1
2020-08-04 23:26:26 status half-configured libsasl2-modules-db:amd64 2.1.27+dfsg-1+deb10u1
2020-08-04 23:26:26 status installed libsasl2-modules-db:amd64 2.1.27+dfsg-1+deb10u1
2020-08-04 23:26:26 configure librtmp1:amd64 2.4+20151223.gitfa8646d.1-2 <none>
2020-08-04 23:26:26 status unpacked librtmp1:amd64 2.4+20151223.gitfa8646d.1-2
2020-08-04 23:26:26 status half-configured librtmp1:amd64 2.4+20151223.gitfa8646d.1-2
2020-08-04 23:26:26 status installed librtmp1:amd64 2.4+20151223.gitfa8646d.1-2
2020-08-04 23:26:26 configure libpcre2-8-0:amd64 10.32-5 <none>
2020-08-04 23:26:26 status unpacked libpcre2-8-0:amd64 10.32-5
2020-08-04 23:26:26 status half-configured libpcre2-8-0:amd64 10.32-5
2020-08-04 23:26:26 status installed libpcre2-8-0:amd64 10.32-5
2020-08-04 23:26:26 configure libk5crypto3:amd64 1.17-3 <none>
2020-08-04 23:26:26 status unpacked libk5crypto3:amd64 1.17-3
2020-08-04 23:26:26 status half-configured libk5crypto3:amd64 1.17-3
2020-08-04 23:26:26 status installed libk5crypto3:amd64 1.17-3
2020-08-04 23:26:26 configure libsasl2-2:amd64 2.1.27+dfsg-1+deb10u1 <none>
2020-08-04 23:26:26 status unpacked libsasl2-2:amd64 2.1.27+dfsg-1+deb10u1
2020-08-04 23:26:26 status half-configured libsasl2-2:amd64 2.1.27+dfsg-1+deb10u1
2020-08-04 23:26:26 status installed libsasl2-2:amd64 2.1.27+dfsg-1+deb10u1
2020-08-04 23:26:26 configure libssh2-1:amd64 1.8.0-2.1 <none>
2020-08-04 23:26:26 status unpacked libssh2-1:amd64 1.8.0-2.1
2020-08-04 23:26:26 status half-configured libssh2-1:amd64 1.8.0-2.1
2020-08-04 23:26:26 status installed libssh2-1:amd64 1.8.0-2.1
2020-08-04 23:26:26 configure netbase:all 5.6 <none>
2020-08-04 23:26:26 status unpacked netbase:all 5.6
2020-08-04 23:26:26 status half-configured netbase:all 5.6
2020-08-04 23:26:26 status installed netbase:all 5.6
2020-08-04 23:26:26 configure libkrb5-3:amd64 1.17-3 <none>
2020-08-04 23:26:26 status unpacked libkrb5-3:amd64 1.17-3
2020-08-04 23:26:26 status half-configured libkrb5-3:amd64 1.17-3
2020-08-04 23:26:26 status installed libkrb5-3:amd64 1.17-3
2020-08-04 23:26:26 configure openssl:amd64 1.1.1d-0+deb10u3 <none>
2020-08-04 23:26:26 status unpacked openssl:amd64 1.1.1d-0+deb10u3
2020-08-04 23:26:26 status half-configured openssl:amd64 1.1.1d-0+deb10u3
2020-08-04 23:26:26 status installed openssl:amd64 1.1.1d-0+deb10u3
2020-08-04 23:26:26 configure wget:amd64 1.20.1-1.1 <none>
2020-08-04 23:26:26 status unpacked wget:amd64 1.20.1-1.1
2020-08-04 23:26:26 status half-configured wget:amd64 1.20.1-1.1
2020-08-04 23:26:26 status installed wget:amd64 1.20.1-1.1
2020-08-04 23:26:26 configure libldap-2.4-2:amd64 2.4.47+dfsg-3+deb10u2 <none>
2020-08-04 23:26:26 status unpacked libldap-2.4-2:amd64 2.4.47+dfsg-3+deb10u2
2020-08-04 23:26:26 status half-configured libldap-2.4-2:amd64 2.4.47+dfsg-3+deb10u2
2020-08-04 23:26:26 status installed libldap-2.4-2:amd64 2.4.47+dfsg-3+deb10u2
2020-08-04 23:26:26 configure ca-certificates:all 20200601~deb10u1 <none>
2020-08-04 23:26:26 status unpacked ca-certificates:all 20200601~deb10u1
2020-08-04 23:26:26 status half-configured ca-certificates:all 20200601~deb10u1
2020-08-04 23:26:27 status installed ca-certificates:all 20200601~deb10u1
2020-08-04 23:26:27 status triggers-pending ca-certificates:all 20200601~deb10u1
2020-08-04 23:26:27 configure libgssapi-krb5-2:amd64 1.17-3 <none>
2020-08-04 23:26:27 status unpacked libgssapi-krb5-2:amd64 1.17-3
2020-08-04 23:26:27 status half-configured libgssapi-krb5-2:amd64 1.17-3
2020-08-04 23:26:27 status installed libgssapi-krb5-2:amd64 1.17-3
2020-08-04 23:26:27 configure libcurl4:amd64 7.64.0-4+deb10u1 <none>
2020-08-04 23:26:27 status unpacked libcurl4:amd64 7.64.0-4+deb10u1
2020-08-04 23:26:27 status half-configured libcurl4:amd64 7.64.0-4+deb10u1
2020-08-04 23:26:27 status installed libcurl4:amd64 7.64.0-4+deb10u1
2020-08-04 23:26:27 configure curl:amd64 7.64.0-4+deb10u1 <none>
2020-08-04 23:26:27 status unpacked curl:amd64 7.64.0-4+deb10u1
2020-08-04 23:26:27 status half-configured curl:amd64 7.64.0-4+deb10u1
2020-08-04 23:26:27 status installed curl:amd64 7.64.0-4+deb10u1
2020-08-04 23:26:27 trigproc libc-bin:amd64 2.28-10 <none>
2020-08-04 23:26:27 status half-configured libc-bin:amd64 2.28-10
2020-08-04 23:26:27 status installed libc-bin:amd64 2.28-10
2020-08-04 23:26:27 trigproc ca-certificates:all 20200601~deb10u1 <none>
2020-08-04 23:26:27 status half-configured ca-certificates:all 20200601~deb10u1
2020-08-04 23:26:27 status installed ca-certificates:all 20200601~deb10u1
2020-08-04 23:26:32 startup archives unpack
2020-08-04 23:26:32 install readline-common:all <none> 7.0-5
2020-08-04 23:26:32 status half-installed readline-common:all 7.0-5
2020-08-04 23:26:32 status unpacked readline-common:all 7.0-5
2020-08-04 23:26:32 install libassuan0:amd64 <none> 2.5.2-1
2020-08-04 23:26:32 status triggers-pending libc-bin:amd64 2.28-10
2020-08-04 23:26:32 status half-installed libassuan0:amd64 2.5.2-1
2020-08-04 23:26:32 status unpacked libassuan0:amd64 2.5.2-1
2020-08-04 23:26:32 install libreadline7:amd64 <none> 7.0-5
2020-08-04 23:26:32 status half-installed libreadline7:amd64 7.0-5
2020-08-04 23:26:32 status unpacked libreadline7:amd64 7.0-5
2020-08-04 23:26:32 install gpgconf:amd64 <none> 2.2.12-1+deb10u1
2020-08-04 23:26:32 status half-installed gpgconf:amd64 2.2.12-1+deb10u1
2020-08-04 23:26:32 status unpacked gpgconf:amd64 2.2.12-1+deb10u1
2020-08-04 23:26:32 install lsb-base:all <none> 10.2019051400
2020-08-04 23:26:32 status half-installed lsb-base:all 10.2019051400
2020-08-04 23:26:32 status unpacked lsb-base:all 10.2019051400
2020-08-04 23:26:32 install libksba8:amd64 <none> 1.3.5-2
2020-08-04 23:26:32 status half-installed libksba8:amd64 1.3.5-2
2020-08-04 23:26:33 status unpacked libksba8:amd64 1.3.5-2
2020-08-04 23:26:33 install libnpth0:amd64 <none> 1.6-1
2020-08-04 23:26:33 status half-installed libnpth0:amd64 1.6-1
2020-08-04 23:26:33 status unpacked libnpth0:amd64 1.6-1
2020-08-04 23:26:33 install dirmngr:amd64 <none> 2.2.12-1+deb10u1
2020-08-04 23:26:33 status half-installed dirmngr:amd64 2.2.12-1+deb10u1
2020-08-04 23:26:33 status unpacked dirmngr:amd64 2.2.12-1+deb10u1
2020-08-04 23:26:33 install gnupg-l10n:all <none> 2.2.12-1+deb10u1
2020-08-04 23:26:33 status half-installed gnupg-l10n:all 2.2.12-1+deb10u1
2020-08-04 23:26:33 status unpacked gnupg-l10n:all 2.2.12-1+deb10u1
2020-08-04 23:26:33 install gnupg-utils:amd64 <none> 2.2.12-1+deb10u1
2020-08-04 23:26:33 status half-installed gnupg-utils:amd64 2.2.12-1+deb10u1
2020-08-04 23:26:33 status unpacked gnupg-utils:amd64 2.2.12-1+deb10u1
2020-08-04 23:26:33 install libsqlite3-0:amd64 <none> 3.27.2-3
2020-08-04 23:26:33 status half-installed libsqlite3-0:amd64 3.27.2-3
2020-08-04 23:26:33 status unpacked libsqlite3-0:amd64 3.27.2-3
2020-08-04 23:26:33 install gpg:amd64 <none> 2.2.12-1+deb10u1
2020-08-04 23:26:33 status half-installed gpg:amd64 2.2.12-1+deb10u1
2020-08-04 23:26:33 status unpacked gpg:amd64 2.2.12-1+deb10u1
2020-08-04 23:26:33 install pinentry-curses:amd64 <none> 1.1.0-2
2020-08-04 23:26:33 status half-installed pinentry-curses:amd64 1.1.0-2
2020-08-04 23:26:33 status unpacked pinentry-curses:amd64 1.1.0-2
2020-08-04 23:26:33 install gpg-agent:amd64 <none> 2.2.12-1+deb10u1
2020-08-04 23:26:33 status half-installed gpg-agent:amd64 2.2.12-1+deb10u1
2020-08-04 23:26:33 status unpacked gpg-agent:amd64 2.2.12-1+deb10u1
2020-08-04 23:26:33 install gpg-wks-client:amd64 <none> 2.2.12-1+deb10u1
2020-08-04 23:26:33 status half-installed gpg-wks-client:amd64 2.2.12-1+deb10u1
2020-08-04 23:26:33 status unpacked gpg-wks-client:amd64 2.2.12-1+deb10u1
2020-08-04 23:26:33 install gpg-wks-server:amd64 <none> 2.2.12-1+deb10u1
2020-08-04 23:26:33 status half-installed gpg-wks-server:amd64 2.2.12-1+deb10u1
2020-08-04 23:26:33 status unpacked gpg-wks-server:amd64 2.2.12-1+deb10u1
2020-08-04 23:26:33 install gpgsm:amd64 <none> 2.2.12-1+deb10u1
2020-08-04 23:26:33 status half-installed gpgsm:amd64 2.2.12-1+deb10u1
2020-08-04 23:26:33 status unpacked gpgsm:amd64 2.2.12-1+deb10u1
2020-08-04 23:26:33 install gnupg:all <none> 2.2.12-1+deb10u1
2020-08-04 23:26:33 status half-installed gnupg:all 2.2.12-1+deb10u1
2020-08-04 23:26:33 status unpacked gnupg:all 2.2.12-1+deb10u1
2020-08-04 23:26:33 startup packages configure
2020-08-04 23:26:33 configure libksba8:amd64 1.3.5-2 <none>
2020-08-04 23:26:33 status unpacked libksba8:amd64 1.3.5-2
2020-08-04 23:26:33 status half-configured libksba8:amd64 1.3.5-2
2020-08-04 23:26:33 status installed libksba8:amd64 1.3.5-2
2020-08-04 23:26:33 configure lsb-base:all 10.2019051400 <none>
2020-08-04 23:26:33 status unpacked lsb-base:all 10.2019051400
2020-08-04 23:26:33 status half-configured lsb-base:all 10.2019051400
2020-08-04 23:26:33 status installed lsb-base:all 10.2019051400
2020-08-04 23:26:33 configure libsqlite3-0:amd64 3.27.2-3 <none>
2020-08-04 23:26:33 status unpacked libsqlite3-0:amd64 3.27.2-3
2020-08-04 23:26:33 status half-configured libsqlite3-0:amd64 3.27.2-3
2020-08-04 23:26:33 status installed libsqlite3-0:amd64 3.27.2-3
2020-08-04 23:26:33 configure libnpth0:amd64 1.6-1 <none>
2020-08-04 23:26:33 status unpacked libnpth0:amd64 1.6-1
2020-08-04 23:26:33 status half-configured libnpth0:amd64 1.6-1
2020-08-04 23:26:33 status installed libnpth0:amd64 1.6-1
2020-08-04 23:26:33 configure libassuan0:amd64 2.5.2-1 <none>
2020-08-04 23:26:33 status unpacked libassuan0:amd64 2.5.2-1
2020-08-04 23:26:33 status half-configured libassuan0:amd64 2.5.2-1
2020-08-04 23:26:33 status installed libassuan0:amd64 2.5.2-1
2020-08-04 23:26:33 configure gnupg-l10n:all 2.2.12-1+deb10u1 <none>
2020-08-04 23:26:33 status unpacked gnupg-l10n:all 2.2.12-1+deb10u1
2020-08-04 23:26:33 status half-configured gnupg-l10n:all 2.2.12-1+deb10u1
2020-08-04 23:26:33 status installed gnupg-l10n:all 2.2.12-1+deb10u1
2020-08-04 23:26:33 configure readline-common:all 7.0-5 <none>
2020-08-04 23:26:33 status unpacked readline-common:all 7.0-5
2020-08-04 23:26:33 status half-configured readline-common:all 7.0-5
2020-08-04 23:26:33 status installed readline-common:all 7.0-5
2020-08-04 23:26:33 configure libreadline7:amd64 7.0-5 <none>
2020-08-04 23:26:33 status unpacked libreadline7:amd64 7.0-5
2020-08-04 23:26:33 status half-configured libreadline7:amd64 7.0-5
2020-08-04 23:26:33 status installed libreadline7:amd64 7.0-5
2020-08-04 23:26:33 configure gnupg-utils:amd64 2.2.12-1+deb10u1 <none>
2020-08-04 23:26:33 status unpacked gnupg-utils:amd64 2.2.12-1+deb10u1
2020-08-04 23:26:33 status half-configured gnupg-utils:amd64 2.2.12-1+deb10u1
2020-08-04 23:26:33 status installed gnupg-utils:amd64 2.2.12-1+deb10u1
2020-08-04 23:26:33 configure pinentry-curses:amd64 1.1.0-2 <none>
2020-08-04 23:26:33 status unpacked pinentry-curses:amd64 1.1.0-2
2020-08-04 23:26:33 status half-configured pinentry-curses:amd64 1.1.0-2
2020-08-04 23:26:33 status installed pinentry-curses:amd64 1.1.0-2
2020-08-04 23:26:33 configure gpgconf:amd64 2.2.12-1+deb10u1 <none>
2020-08-04 23:26:33 status unpacked gpgconf:amd64 2.2.12-1+deb10u1
2020-08-04 23:26:33 status half-configured gpgconf:amd64 2.2.12-1+deb10u1
2020-08-04 23:26:33 status installed gpgconf:amd64 2.2.12-1+deb10u1
2020-08-04 23:26:33 configure gpg:amd64 2.2.12-1+deb10u1 <none>
2020-08-04 23:26:33 status unpacked gpg:amd64 2.2.12-1+deb10u1
2020-08-04 23:26:33 status half-configured gpg:amd64 2.2.12-1+deb10u1
2020-08-04 23:26:33 status installed gpg:amd64 2.2.12-1+deb10u1
2020-08-04 23:26:33 configure gpg-agent:amd64 2.2.12-1+deb10u1 <none>
2020-08-04 23:26:33 status unpacked gpg-agent:amd64 2.2.12-1+deb10u1
2020-08-04 23:26:33 status half-configured gpg-agent:amd64 2.2.12-1+deb10u1
2020-08-04 23:26:33 status installed gpg-agent:amd64 2.2.12-1+deb10u1
2020-08-04 23:26:33 configure gpgsm:amd64 2.2.12-1+deb10u1 <none>
2020-08-04 23:26:33 status unpacked gpgsm:amd64 2.2.12-1+deb10u1
2020-08-04 23:26:33 status half-configured gpgsm:amd64 2.2.12-1+deb10u1
2020-08-04 23:26:33 status installed gpgsm:amd64 2.2.12-1+deb10u1
2020-08-04 23:26:33 configure dirmngr:amd64 2.2.12-1+deb10u1 <none>
2020-08-04 23:26:33 status unpacked dirmngr:amd64 2.2.12-1+deb10u1
2020-08-04 23:26:34 status half-configured dirmngr:amd64 2.2.12-1+deb10u1
2020-08-04 23:26:34 status installed dirmngr:amd64 2.2.12-1+deb10u1
2020-08-04 23:26:34 configure gpg-wks-server:amd64 2.2.12-1+deb10u1 <none>
2020-08-04 23:26:34 status unpacked gpg-wks-server:amd64 2.2.12-1+deb10u1
2020-08-04 23:26:34 status half-configured gpg-wks-server:amd64 2.2.12-1+deb10u1
2020-08-04 23:26:34 status installed gpg-wks-server:amd64 2.2.12-1+deb10u1
2020-08-04 23:26:34 configure gpg-wks-client:amd64 2.2.12-1+deb10u1 <none>
2020-08-04 23:26:34 status unpacked gpg-wks-client:amd64 2.2.12-1+deb10u1
2020-08-04 23:26:34 status half-configured gpg-wks-client:amd64 2.2.12-1+deb10u1
2020-08-04 23:26:34 status installed gpg-wks-client:amd64 2.2.12-1+deb10u1
2020-08-04 23:26:34 configure gnupg:all 2.2.12-1+deb10u1 <none>
2020-08-04 23:26:34 status unpacked gnupg:all 2.2.12-1+deb10u1
2020-08-04 23:26:34 status half-configured gnupg:all 2.2.12-1+deb10u1
2020-08-04 23:26:34 status installed gnupg:all 2.2.12-1+deb10u1
2020-08-04 23:26:34 trigproc libc-bin:amd64 2.28-10 <none>
2020-08-04 23:26:34 status half-configured libc-bin:amd64 2.28-10
2020-08-04 23:26:34 status installed libc-bin:amd64 2.28-10
2020-08-04 23:26:45 startup archives unpack
2020-08-04 23:26:45 install perl-modules-5.28:all <none> 5.28.1-6+deb10u1
2020-08-04 23:26:45 status half-installed perl-modules-5.28:all 5.28.1-6+deb10u1
2020-08-04 23:26:45 status unpacked perl-modules-5.28:all 5.28.1-6+deb10u1
2020-08-04 23:26:45 install libgdbm6:amd64 <none> 1.18.1-4
2020-08-04 23:26:45 status triggers-pending libc-bin:amd64 2.28-10
2020-08-04 23:26:45 status half-installed libgdbm6:amd64 1.18.1-4
2020-08-04 23:26:45 status unpacked libgdbm6:amd64 1.18.1-4
2020-08-04 23:26:45 install libgdbm-compat4:amd64 <none> 1.18.1-4
2020-08-04 23:26:45 status half-installed libgdbm-compat4:amd64 1.18.1-4
2020-08-04 23:26:45 status unpacked libgdbm-compat4:amd64 1.18.1-4
2020-08-04 23:26:45 install libperl5.28:amd64 <none> 5.28.1-6+deb10u1
2020-08-04 23:26:45 status half-installed libperl5.28:amd64 5.28.1-6+deb10u1
2020-08-04 23:26:46 status unpacked libperl5.28:amd64 5.28.1-6+deb10u1
2020-08-04 23:26:46 install perl:amd64 <none> 5.28.1-6+deb10u1
2020-08-04 23:26:46 status half-installed perl:amd64 5.28.1-6+deb10u1
2020-08-04 23:26:46 status unpacked perl:amd64 5.28.1-6+deb10u1
2020-08-04 23:26:46 install libpython2.7-minimal:amd64 <none> 2.7.16-2+deb10u1
2020-08-04 23:26:46 status half-installed libpython2.7-minimal:amd64 2.7.16-2+deb10u1
2020-08-04 23:26:46 status unpacked libpython2.7-minimal:amd64 2.7.16-2+deb10u1
2020-08-04 23:26:46 install python2.7-minimal:amd64 <none> 2.7.16-2+deb10u1
2020-08-04 23:26:46 status half-installed python2.7-minimal:amd64 2.7.16-2+deb10u1
2020-08-04 23:26:46 status unpacked python2.7-minimal:amd64 2.7.16-2+deb10u1
2020-08-04 23:26:46 install python2-minimal:amd64 <none> 2.7.16-1
2020-08-04 23:26:46 status half-installed python2-minimal:amd64 2.7.16-1
2020-08-04 23:26:46 status unpacked python2-minimal:amd64 2.7.16-1
2020-08-04 23:26:46 install python-minimal:amd64 <none> 2.7.16-1
2020-08-04 23:26:46 status half-installed python-minimal:amd64 2.7.16-1
2020-08-04 23:26:46 status unpacked python-minimal:amd64 2.7.16-1
2020-08-04 23:26:46 install mime-support:all <none> 3.62
2020-08-04 23:26:46 status half-installed mime-support:all 3.62
2020-08-04 23:26:46 status unpacked mime-support:all 3.62
2020-08-04 23:26:46 install libexpat1:amd64 <none> 2.2.6-2+deb10u1
2020-08-04 23:26:46 status half-installed libexpat1:amd64 2.2.6-2+deb10u1
2020-08-04 23:26:46 status unpacked libexpat1:amd64 2.2.6-2+deb10u1
2020-08-04 23:26:46 install libpython2.7-stdlib:amd64 <none> 2.7.16-2+deb10u1
2020-08-04 23:26:46 status half-installed libpython2.7-stdlib:amd64 2.7.16-2+deb10u1
2020-08-04 23:26:46 status unpacked libpython2.7-stdlib:amd64 2.7.16-2+deb10u1
2020-08-04 23:26:46 install python2.7:amd64 <none> 2.7.16-2+deb10u1
2020-08-04 23:26:46 status half-installed python2.7:amd64 2.7.16-2+deb10u1
2020-08-04 23:26:46 status unpacked python2.7:amd64 2.7.16-2+deb10u1
2020-08-04 23:26:46 install libpython2-stdlib:amd64 <none> 2.7.16-1
2020-08-04 23:26:46 status half-installed libpython2-stdlib:amd64 2.7.16-1
2020-08-04 23:26:47 status unpacked libpython2-stdlib:amd64 2.7.16-1
2020-08-04 23:26:47 install libpython-stdlib:amd64 <none> 2.7.16-1
2020-08-04 23:26:47 status half-installed libpython-stdlib:amd64 2.7.16-1
2020-08-04 23:26:47 status unpacked libpython-stdlib:amd64 2.7.16-1
2020-08-04 23:26:47 startup packages configure
2020-08-04 23:26:47 configure libpython2.7-minimal:amd64 2.7.16-2+deb10u1 <none>
2020-08-04 23:26:47 status unpacked libpython2.7-minimal:amd64 2.7.16-2+deb10u1
2020-08-04 23:26:47 status half-configured libpython2.7-minimal:amd64 2.7.16-2+deb10u1
2020-08-04 23:26:47 status installed libpython2.7-minimal:amd64 2.7.16-2+deb10u1
2020-08-04 23:26:47 configure python2.7-minimal:amd64 2.7.16-2+deb10u1 <none>
2020-08-04 23:26:47 status unpacked python2.7-minimal:amd64 2.7.16-2+deb10u1
2020-08-04 23:26:47 status half-configured python2.7-minimal:amd64 2.7.16-2+deb10u1
2020-08-04 23:26:47 status installed python2.7-minimal:amd64 2.7.16-2+deb10u1
2020-08-04 23:26:47 configure python2-minimal:amd64 2.7.16-1 <none>
2020-08-04 23:26:47 status unpacked python2-minimal:amd64 2.7.16-1
2020-08-04 23:26:47 status half-configured python2-minimal:amd64 2.7.16-1
2020-08-04 23:26:47 status installed python2-minimal:amd64 2.7.16-1
2020-08-04 23:26:47 startup archives unpack
2020-08-04 23:26:47 install python2:amd64 <none> 2.7.16-1
2020-08-04 23:26:47 status half-installed python2:amd64 2.7.16-1
2020-08-04 23:26:47 status unpacked python2:amd64 2.7.16-1
2020-08-04 23:26:47 startup packages configure
2020-08-04 23:26:47 configure python-minimal:amd64 2.7.16-1 <none>
2020-08-04 23:26:47 status unpacked python-minimal:amd64 2.7.16-1
